ID_SP,TEN_SPHAM,MOTACHITIET_SP,KHOILUONG,GIANIEMYET,GIAKHUYENMAI,THOIGIANKM,SOLUONGTONKHO,GHICHUSPHAM,HANSUDUNGSP,NOISX,PHITIKITHU,LOAICAUTRUCSP,ID_TH,ID_DMN
122,0GXTYUW6VI459UJTW0RG0319EO9BRDKD,O4WSXP,18,126000,124000,3,5740,NRAVJKYTU90H2B8CRCE9AOOPSHG,11/14/2021 0:06,Trung Quốc,124000,3,361,47
123,BYD1X21NGJIB3FIBEQGSEVCYUH6F97ZI5OOU8GQ7KHFQQAIH,2UKOR4,8,127000,125000,7,7239,KOVSOGKIE5XTVF,10/18/2020 14:15,Singapore,125000,3,851,111
124,AA2JA4,PSSJT41Z6AZEDPIR5TCDQF7UEUX3A87MVVC5H2IZG2I95IYG6NL234S2X9MB4I1OK4XC6OFW7UNBQ8,9,128000,126000,5,8132,KU1893,1/9/2020 3:26,Trung Quốc,126000,3,63,9
125,7QX7ZA325LPO7M,20H1TM9JM5AERWKUE774JHBKPGXJP8XV0XLQ,18,129000,127000,0,8073,3793SI,7/25/2020 15:29,Nhật Bản,127000,3,282,37
126,BIFAAH,F0A14QES,15,130000,128000,5,158,1C6S1Q,4/20/2021 15:22,Trung Quốc,128000,3,705,92
127,4E32DI7C7J,69GMQAUVSR2NHN3A1QASEQ4Q79TGY1YWUCS2QUDQJ3SZCEN4YUZT3WYJY2PXA,3,131000,129000,5,8137,W7X9QX,4/26/2020 9:45,Đài Loan,129000,3,959,125
128,C3XZYN,ZSPDFV,14,132000,130000,7,244,U1MRNH,5/23/2020 4:53,Singapore,130000,3,1034,129
129,QT67BT6A7GI5008PL86NE6Y,UC8F5B90TTZNGG9ENJIACMZTL627OWFJFDBVSBS30KE1C3K8XN54H6S670RYFAL7VBR0P62TN0G4T7D4UQD9J,8,133000,131000,0,114,HKB0VK2,8/24/2021 6:55,Trung Quốc,131000,3,388,51
130,SVR1TX6QIE0HN9GOW7L8VE,KQDGVATWR5MWO,6,134000,132000,2,9849,S6R5ABY553D7IXZXT3QEYY0,9/9/2020 11:01,Nhật Bản,132000,3,1093,68
131,732KE6,OV7VF,14,135000,133000,0,8725,4C5V0EK8II0LRU8JJBU3OP,12/15/2020 7:57,Singapore,133000,3,281,37
132,324NSXROHUR6M7VJRP8OT2A9O1RLIB9MZMGYGH7K,KKO5M0G5RNI,9,136000,134000,5,929,9WZ8HZC1X02OLG4IMKVP7H8IEML2L4WOOKMNPEZB0V5O8,11/12/2021 1:19,Đài Loan,134000,3,507,66
133,UXAC24KTVE5JN2VSJEXWGD5UAOKW29WABIHR2JS0TKN57UE,IIRUXI,20,137000,135000,6,7367,G5T2OXUTVCAM9LZAV,3/30/2021 1:52,Trung Quốc,135000,3,532,70
134,LBA0A4,4B0ET5,5,138000,136000,4,2938,OIDUK766420JDOMYVH3P,8/29/2021 19:32,Việt Nam,136000,3,58,8
135,MCEELR,ZARX88JFXT5DKEXN1JP0G1768PZGIHVW4S330Y5RUUJC480UWLZDHER2DSWDZEAH59LK8U80W6E84KY53ZVTZ16QCCX81RDDL9Z,11,139000,137000,5,3856,NG9PKU,8/19/2021 15:09,Trung Quốc,137000,3,1131,37
136,J4DP743GEZBZ4N1ARY0PYC0,8396DK,10,140000,138000,2,9639,TK5U6HFBAKD6K2N2FTZ1PXO5CR6KB,6/5/2020 11:25,Trung QUốc,138000,3,497,65
137,WZICF3,56QVS4FWTG61K61WXYS3B81Y9AEYO0PRH7FPLLYCKY4SE11785E66B8LVCHRH0VX9L3ME91C5YFJTWBQ1VZKYYCKTUNN1MBIA,6,141000,139000,2,2944,VKB19D,8/2/2020 11:14,Đài Loan,139000,3,847,111
138,RIB83UYCPY4OHRPQBQ10YE5VAH2XMY4,T7NKWO,15,142000,140000,7,516,Z3UH0IAKMPCURZYT2A8KY,6/4/2020 21:04,Đài Loan,140000,3,614,80
139,9ISMB5SVYSLPE3ZC30I,SH6LLZ5G1WJREWNSRURCUNC23PK8YC6UF0PVG4XA6ZIBTD8K2FC9ILRHCNPJABGJ7D4MHQ7449YL5PPT8KC8LCKL,11,143000,141000,7,7341,ARJPQ3T3ZG57A,9/12/2020 23:31,Thái Lan,141000,3,105,14
140,MNST5K,R7QXWF,7,144000,142000,2,5698,KU14SZ,5/21/2020 10:30,Trung Quốc,142000,3,743,97
141,60NYB0,UXO5RAYN3UGO8FYE6,4,145000,143000,7,8384,GVJPKB1MXKWKDIXEHEZ7HCQ10M1UE388GE,5/5/2021 19:35,Việt Nam,143000,3,402,53
142,U5060Q,QLL3N7,5,146000,144000,0,2898,8X48RZ,8/28/2021 7:55,Trung Quốc,144000,3,934,122
143,SXKMYI,KJ41O,20,147000,145000,6,4144,221BKT,4/14/2021 20:13,Singapore,145000,3,131,17
144,SHQ7EQ4WCEYBWAI,LK69DI,8,148000,146000,6,3021,EUDC63,7/10/2020 0:41,Trung Quốc,146000,3,1025,91
145,EFDJKU,Y289Q8,15,149000,147000,0,5924,B3JK42,1/21/2021 11:25,Trung Quốc,147000,3,616,81
146,A9KEHRHGW0L3QVE8TS3O7YRZI7Z8040WDVD70THW,WHOZAB,8,150000,148000,7,7895,7QBICMZ35AT2V4OM,12/24/2020 6:36,Đài Loan,148000,3,831,108
147,YTFTWV0VWJD35PFQLH49CETB237B2LBOU37931HW31WJ2KJLYZ,C7EHXDB9QXGO631GC5F41BI6YLCAQVI5PO,13,151000,149000,3,4230,ZI0XAS,8/25/2020 19:38,Singapore,149000,3,686,90
148,5X56FN,MJ9Z3Y0FOOVZVJ1LZZZRY7BJQO7FCEIKNK5VE,3,152000,150000,1,7938,9WMLD,4/4/2020 20:45,Trung QUốc,150000,3,1118,75
149,NVP9QRK5W80HF3NPPYEVSCC4938,5T46P,11,153000,151000,0,9441,AVEGF4Y8PS6ATV9GMMFO209F7RSBM2D,4/26/2021 22:21,Trung Quốc,151000,3,173,23
150,7U35J8,U7FT57DSYBMJBS1X8AWB385JI6QVZQ36JVQ5RPBSSQVFELRR,9,154000,152000,4,9635,JMQD28R8J9ZW6ZPMLD9IZGC6P3VCEFACDZT2I,6/18/2021 3:05,Trung Quốc,152000,3,185,24
151,RQB034,PHGDDO8WXY337E,20,155000,153000,6,4838,OKS27G,7/1/2021 15:20,Hà Lan,153000,3,1113,80
152,XRM3HLD3VA647T467E3AYIH,J77X6PQGR2809NUCBUA30ECXEJAFJ6NMKP8440KQO1F7W7FLFZK5ZESSBCYQFEI6958P9ACVZ9H6N54NOJ,17,156000,154000,5,7183,TMLU34TB,4/27/2021 12:29,Việt Nam,154000,3,251,33
153,UVM7D,KKR7J6335KWDG9M1GP8HBMDU9XV0YI7ACKWZGEYUTW3HB8ZFHMTSEA5,20,157000,155000,6,4547,63TSF2,5/29/2021 12:03,Đài Loan,155000,3,998,130
154,17FMQ9,BOZJ8AQ43QROVPHFCKDZGJB0B9W0L6XNQXJ4ZBFHC89W,11,158000,156000,4,6574,VOGCD64HRD66DLQT3BCQL4HSHGCD6BFH9QPY6ZDT50MHLQ,6/11/2021 23:53,Trung Quốc,156000,3,569,74
155,E7I7Z,MLHRCEKMN8VH6P7T3BU8,15,159000,157000,0,1734,MEIHGP,10/25/2020 2:05,Trung Quốc,157000,3,64,9
156,ULA5D9,ODFAU7,15,160000,158000,5,312,D6PK2IBRULSB3UAU2IIWXHQ1MEZYZU9DL8132CMSOJMZ966Q,5/8/2021 7:22,Trung Quốc,158000,3,264,35
157,OKUBTHO434HWCBE7U2GFAHPNX5,9PDCZ8,2,161000,159000,4,4412,J34Z9J,3/29/2020 23:40,Trung Quốc,159000,3,843,110
158,A73W0RQ,XTPNXW,5,162000,160000,3,2142,G8KG5WLK5WOJD5RMH9UVUHEMWJ8MU,5/30/2021 14:25,Đức,160000,3,1154,74
159,DZUCJ89YRVEWH9QBMXFDW2PFVHMD,4FLEZBCD321XJAEK6YYFOPWCIVTGNZU1FCK6Q7E0BIZE9BCJJZ9TAWHOLCLDCNW3HA8VTXKG8IVD76Y,11,163000,161000,5,3403,HO4D43,6/29/2021 23:45,Đức,161000,3,646,84
160,K51SPPMJJ71Z5XTUMWNP7U20S1DOKDMW9,9GQAYO,1,164000,162000,0,1008,I7JZV03OPBYENJTZM3,4/10/2020 18:20,Thái Lan,162000,3,517,68
161,ZXH3Q0,FLU93B,7,165000,163000,7,1257,K5ZW69,1/25/2021 20:12,Trung Quốc,163000,3,971,127
162,NELHZF,2RUAYB,8,166000,164000,1,537,LQY7RILCQQ2LVIVF2AQ5YJFJ99CBNMPP1B,10/9/2021 14:37,Trung QUốc,164000,3,78,11
163,T266ABRPBLI2SZORRZ3AF3RE3069CGIJX9IQL,RR8QZK,2,167000,165000,1,5109,NNAWL4,6/20/2020 12:05,Việt Nam,165000,3,513,67
164,JM6WW6,AADLXN,3,168000,166000,6,7634,6SMS1U6OHM4ZQIY64KE,2/21/2021 14:22,Đức,166000,3,156,21
165,FD3T0Z,WFF15MYEV6J4LGMSF0I8YQ35MYORR6DRTV79TIHLPMCFFJQKXFZX8I43O8J78EVWK6,4,169000,167000,6,3217,1BL15K80PCU57E8JMWVOZWINNRJM4L4BXXU93H0JVEK2DRCRGH,10/24/2020 5:03,Trung Quốc,167000,3,814,106
166,IW3QRQBV0,YRCF0Q05PMZCBNCIYY7HTO0M5NTEC3C3B9IEI6HK1YLVK6OVNX7ON5UH6VMIA14BHKIZJ0G5NUMO56HR53FGETOU91ECN1J1AZ,8,170000,168000,7,882,OCJ0MK,11/30/2020 3:46,Việt Nam,168000,3,1035,84
167,NXDYDT,FKHIJO,17,171000,169000,1,3089,UGDGLI,2/14/2021 10:06,Hàn Quốc,169000,3,576,75
168,F9QMB6,NQ51BO37T8Y9IKHN9LMR749Z901B,16,172000,170000,0,8335,ZRF2P8,9/14/2020 9:22,Trung Quốc,170000,3,553,72
169,72UZHR,KZYWGXR9TIXKLP4ZJJJ9HP,16,173000,171000,2,4829,OU1IEW,9/12/2021 3:40,Nhật Bản,171000,3,673,88
170,T0RVKFCW6JIOMTR,SQW4HSQ901,6,174000,172000,7,7952,CZJP2O132PFXWBUBVV9GT7NSWZFX6JZSTWD4M5Q,2/10/2021 3:28,Đức,172000,3,995,130
171,MBNNSGW8Z1X61HAVFDLW,BRC5LBYANG1OBQLDHGK9YT7JS8VASTBRKW3CI07NK9A8IGVVZ,5,175000,173000,5,9086,OI25QDCUKJ40DW6CI,7/1/2020 10:41,Hà Lan,173000,3,302,40
172,7I6HLN,PDY30Y,4,176000,174000,6,548,MITHMLP5DQ84DL2K4UT5E1IWADZ20HB31SR491Y8M15JID,1/4/2021 22:20,Trung Quốc,174000,3,65,9
173,MX7S7G,SJZFH5,18,177000,175000,5,9570,8FGI5I7XEU973FMFN8JTYMW69O6NZ9AMWAIDLEFQUA0VFQV1WC,1/3/2021 5:48,Trung Quốc,175000,3,466,61
174,XVDPURKEGJFVOFFBCC4UZBKAS,KR07K7SV3B3EJQ1LZXL8RU4ITK7ZLNMV2HOUTHKO2R57JSDAK00OGMS9URNAX82,15,178000,176000,5,9882,1LXR4UV5Z7KXQFQG4MULTPP9ZG2W2XB7Z0LEUL829SDLF4R,3/31/2021 6:06,Trung Quốc,176000,3,484,63
175,IA4Z6N,7ZTHWA,15,179000,177000,1,4069,D99JCH,6/21/2021 23:52,Việt Nam,177000,3,217,29
176,QOG4FR,Q941VJ,10,180000,178000,3,1370,9ZPDZN,12/11/2020 1:10,Trung Quốc,178000,3,72,10
177,45BBND,O1G8FD,18,181000,179000,4,1596,83XSKCIACZJQ7QOCCOPUB3D7,8/1/2020 3:53,Việt Nam,179000,3,231,30
178,RWJ3HL,VAVXQ737YF3TSFYJ0HCDYB6GIRWDZEW2HLQSDWPRNGOIB1IITXKA5X0M39TFYROMXEVAXSGKHYDMR7X,20,182000,180000,0,4219,056Q1YGKOS889TGZ5FOH4NTB2XQB9XAQHSSTFTHN7,4/10/2020 13:34,Đức,180000,3,151,20
179,K9PW64,VHCZMD,14,183000,181000,4,2209,HLQ7XWP9RL,12/18/2020 16:01,Trung Quốc,181000,3,447,59
180,PPN17EXGBIVTOMF42IJJA6ILVHL5QR995H6X91OMORZCSZ66K,17HSZ4SVMW64N8KZVM4MGZB09FYQ05Q0YL2GU15103KXNIY0,10,184000,182000,1,179,LD7O1I,8/2/2021 8:54,Hàn Quốc,182000,3,452,59
181,HSZGTX,2XT3LO,3,185000,183000,1,5928,AINZSQ,8/25/2020 19:43,Hàn Quốc,183000,3,20,3
182,ATURCS,10O3DMDZRJ6US7YI5WDAOQ5CKCWQ51URIZV6D05BYK5WY7R7VI11F1NW624IYBJWG42KFT16YTBCNBEPUYKDV0G,1,186000,184000,4,199,JASNYDB43K3P0IRBP5A2X2ONTU,1/22/2020 12:59,Trung Quốc,184000,3,389,51
183,I0OS4Y5VGN0O645,Y372A1,4,187000,185000,6,803,P8MCY7,1/27/2021 6:32,Trung Quốc,185000,3,1021,107
184,S8ZU9A,CCVDG8UWW9BE6OQZOYE0VUQRQSEY7GU9EG38KVMXTMQHH9RNSD,20,188000,186000,4,480,JENLFJUQRVXWO9FYLOB0449Q4L5J6XJEDF,3/8/2020 3:49,Việt Nam,186000,3,203,27
185,OB5OH9XSPMB,KRFAJRXOC15JKKJNIBZF693SA1H4EPPRGAB9KU,7,189000,187000,3,5011,YX3EBEVD4U55IV0I5G38WYCRXWA1INAWCBPUZI3GY24,3/11/2021 19:42,Hàn Quốc,187000,3,914,119
186,6CE6ORSDASM2P9RV83GLNKX7,UD2VD2,17,190000,188000,2,1543,3NUU4K,8/20/2021 19:28,Hàn Quốc,188000,3,30,4
187,Y16E4CCO7HK7YVYHKY42TAL2OI6KAHR9L3MI03KUVPKC2,BTLJBL0UM2S4UXZZKAC6CWYGFT933MB1YJ4TI4VJGIIGE30O10JYPLIF14,10,191000,189000,6,6383,F0VOYECDOKA5I3ORKM,6/15/2020 13:16,Nhật Bản,189000,3,510,67
188,BCAN0RA3RQ9CA2DS,L6V485G5ORL6FTSUP5ON2AMBYAC0NFWJLRLGI6MX41X67ZD5FF584A37MDBV3L7LYT5SY7AUDTY5H9O95FLU1VDQKJNS1QAIFXYQ,9,192000,190000,1,794,46D0IW6T7RKX63LDAWVD6KFPRN7E913WX,10/19/2021 2:00,Trung QUốc,190000,3,963,126
189,MJTJQE,63M69G8I8CAILW62IVNY1KVHRBG9NUUVWSTZ3XGYRV5KQO2OPDXOK46K57P,11,193000,191000,3,1205,7MBDQJS6L986QOFQ1O1XD47S5GAZ56SMQLVMT9P,11/4/2020 17:26,Trung Quốc,191000,3,994,130
190,GGI0O4,VABV13I1NP4F,16,194000,192000,7,3545,8V5QQ9,4/13/2020 7:47,Trung Quốc,192000,3,17,3
191,4XP4H1O7TMJWL2,W7JT33,8,195000,193000,5,5227,0MZ4SVVPKM5BAH9XHCP3Q,3/8/2020 11:44,Việt Nam,193000,3,654,85
192,LZE3DJ,79BBZGCWD,2,196000,194000,6,803,2DKV86,3/5/2021 20:50,Trung QUốc,194000,3,279,37
193,C8Q0545LAEC4C5VHFXK2972OHN0,X7DHTH2MY7A3X,5,197000,195000,2,7114,QQBWXU,12/6/2020 21:20,Trung QUốc,195000,3,968,126
194,WYKK5X8A0A1YV3V5LZ1IXW2MYGVAP2,SQ5JWP,10,198000,196000,6,6334,SB0XEIZUB1WNH3,6/4/2020 5:10,Nhật Bản,196000,3,588,77
195,SN3GGS4TJWK3RQLU9O6QSHY7MU5KZZ1DM48FQ79FI5TOPNJK,3W31HH,1,199000,197000,2,4442,Y1HIVV,4/26/2021 14:18,Trung Quốc,197000,3,773,101
196,S8A22QL8L98K,59OO4D,16,200000,198000,6,7848,PY0Z5RFJXNPEYVLCUCW0SADS1JXUTLTTWK60SZOM9OOJFG,7/28/2021 4:59,Trung QUốc,198000,3,325,43
197,88M8PA,B5N9MX,3,201000,199000,6,7790,QGNB8RV4NRR3XLH,3/9/2021 19:50,Trung Quốc,199000,3,421,55
198,ISH71UHUT179YQB2U,6H6MSY96UXA54RKJKGQ4VL3JUF8D151,17,202000,200000,7,6511,Z1Y6AJ,2/22/2020 5:50,Trung Quốc,200000,3,975,127
199,7VPQWQ1O7ASV0JFY0SZ51GGD45KA3KYCLJG5V,O4Z7ODN,5,203000,201000,0,9805,TJZQ7F82OA5IVCUH8B23IIJ93O3UP1QVX68YOFE62ZK9Y5,9/16/2021 19:38,Trung QUốc,201000,3,886,116
200,QZTT7U,48OL1V,8,204000,202000,1,5042,QD5ML75OOIDFANSM3B3UYGOY23ULRGQH3U6VB7IX10F,2/22/2020 7:39,Đài Loan,202000,3,973,127
201,CBUU88IN1T9WEVN58SUDJ5A43MJOGK8VSTMHT22,VXRL833K1MLCL9J14AWT1O3MUS5S169G3LS3FS1BSSF6WFBUDQ,12,205000,203000,6,4807,1EK5GYLI,11/9/2021 20:30,Hàn Quốc,203000,3,256,34
202,BS5V47,ZQNP7N,17,206000,204000,3,5896,N20YMUEH,12/12/2021 10:16,Thái Lan,204000,3,133,18
203,URT1FFKFDAA31QQNEAQFHZUX1DSUC0DLG577,Z7E6OE,8,207000,205000,6,3110,GFBJK11MNEX6,7/24/2020 17:06,Trung Quốc,205000,3,898,117
204,324LRT10Y2Q0,61LIJ7QM6I0CW584N1PMTJLNS4T,5,208000,206000,1,1490,11O55NPJCAZ,3/16/2020 18:53,Trung Quốc,206000,3,179,24
205,VXN4E8BN5YTLWAEIZ57SNF0GIIN,6W81B657WQN1WQJ3727M3VAYZWSMKG3I0BBAKSDLN3K34MNSL8ZHX38H7TTPSTAGTSNJI4C6J4PCDIRTLKGVWWAOVTFXXJ9R9XF,5,209000,207000,6,549,4BV5S6ZCJ9IT8CMR4WQSN,12/17/2020 16:24,Hàn Quốc,207000,3,883,115
206,6JVEF2G6I9V8KNGHMHIWR4OXFEZNDJ2YIK1K4NRLMR8E,HAT9NV,17,210000,208000,0,4291,SFUMN0,6/26/2020 17:00,Hàn Quốc,208000,3,545,71
207,PSRJMA6L85K01Q2F7NTCNCHRCN6JPZ57U4VQ7FX4IO,Z9XDL8,20,211000,209000,0,7613,BUDD6CMK04617EM9U8A70BPO8ID2CRLL5,4/24/2020 6:41,Trung QUốc,209000,3,786,103
208,TKOCKYW7DP2771MQS5ICD5H778,3Q48UO0O8EPQT10NR2BR2F5,5,212000,210000,1,4665,2GRDHHBWI5A8E6QMNPR8PA60L9,2/29/2020 5:56,Hà Lan,210000,3,515,67
209,NPFKUO,9XJ69MUOJ2HWBTN28R761,16,213000,211000,3,2505,OO3PNN3XANVGKHPZPCL1LWH9ES2T17GWG4OA8AY,12/22/2021 0:01,Trung QUốc,211000,3,353,46
210,VFZ48W,TURTUQ,5,214000,212000,4,364,KKGNITR5EF57E4LU5P,11/15/2021 0:56,Hà Lan,212000,3,1023,129
211,PALLYU,P1RZFA7284LUP7IF9,17,215000,213000,0,8716,HLY1LOI2NXFNZQVN9EKO9,10/7/2020 3:28,Trung Quốc,213000,3,34,5
212,9SL4DJ,TBJU8QOOJ5YASNZJ1Y1VTZ6ROAZOFOO8E1OYTTERZ5G3OCT,2,216000,214000,4,194,ZMTY80,12/20/2021 10:07,Đức,214000,3,692,90
213,GS3L2B3NJ5VB0071RZFQJ437D,JW66NB,11,217000,215000,7,9933,PO8W6VSRUF5BZBY6AVCOVJRMRFXWL7GJR42L,6/11/2020 22:23,Đài Loan,215000,3,122,16
214,6RTKF4GLJGN4D,ZS681S0R40K,2,218000,216000,4,3224,6NMR8NKW2KC2C9QA,11/28/2021 14:51,Trung Quốc,216000,3,1055,26
215,G4L3VZ,F9YDDE,18,219000,217000,6,5081,DYEBP5,8/16/2021 22:37,Đức,217000,3,1136,65
216,0NDRP199LATAQFU69588S8HNRBGSSF4K4S,04HHJ8,7,220000,218000,3,1058,8HOWGU,1/4/2021 7:12,Thái Lan,218000,3,582,76
217,OI0PUD,E70M2Q9YZ185USQXE63Z1FVO1MMHRRL9ATXDQ3Q75W12M9Z84580W7JCKRQTYEV03VET0U2N6Z7KSFFSFKWMSP4PN7H8I5AW,5,221000,219000,2,9734,R0DH8KBV0JNOBMI69Y1D8LCQOL5CWFWS5CMLXR4GWID348MEH,9/12/2020 8:04,Nhật Bản,219000,3,262,35
218,BSZN7C,FTJNT3,3,222000,220000,4,4629,L1AS2T1Y2AJ7XX1M5NDZ0BVZ,4/14/2020 8:15,Trung Quốc,220000,3,311,41
219,9HK7APGWIZAWBUBDXZ7,6EDC8JNXL4OBT45SBQQV6TNXC45RJ23Z3VC10XI,17,223000,221000,3,2623,4N1VM9,12/13/2021 18:41,Trung QUốc,221000,3,243,32
220,39I1CK,RHJ1G4,7,224000,222000,3,1674,8ZT2QXCZ2H72HLF5Q8,3/6/2021 9:35,Đài Loan,222000,3,785,102
221,KUNPG7,P39EDE,18,225000,223000,0,4499,HHRMX1,6/16/2020 14:30,Việt Nam,223000,3,134,18
222,VAZ1I9ZWH,5VRHGI0RUFI6XDJU28X5MB5Q6TK56TJGIKCRZFQDAMCZ87PTCNSUIYJHMRW6WBD7FQEM7VHV3G45SRI2ZHHJ1Y773QSGIK,8,226000,224000,0,2295,RA8JIJQ64P5ONDD1U00F5AJ6VP8GFU4RRF4XZNQLIVPJWLPBH,4/29/2021 8:06,Việt Nam,224000,3,613,80
223,BBNKXA,C5Z3OP,6,227000,225000,4,7131,KMHYTO,11/10/2021 15:57,Nhật Bản,225000,3,560,73
224,E6SA7B2DDLZFF29042JQHKMHYN6H460LDU29UUGG0,N4N08A34CT83F4BU5EJOUWQP34I7KRTRR03ECTC1UJIU4Q,20,228000,226000,2,1285,WOT9W1,5/31/2021 19:53,Đức,226000,3,656,86
225,1NHJOV1VULWB7E,IV77BT,18,229000,227000,1,2725,ONNGM3X4S7G0ACNGC7A1AXEP,12/4/2020 15:43,Trung Quốc,227000,3,342,45
226,ZVZ2JQ,BPXS5Z,4,230000,228000,7,8283,GEM6H0S6PBESJBWBV33UC4PXGXT25O8E,4/28/2021 13:52,Việt Nam,228000,3,24,4
227,40I67U,NRHG9O0SNNDJ5HWSDKTANTSW3HHE4HU9TNMC6BW57Z0D1OY463WLM1I94OS5T8RO1E83M2W95FC63XKWMBN5SW2HYW,20,231000,229000,3,3434,54P7CE5F4BB1PSJ9RI9D8WTJT,1/30/2020 0:59,Việt Nam,229000,3,98,13
228,7WFMEL,19SYEZO7UDIMHFLWGR,8,232000,230000,6,3237,RZE6VEY4,8/1/2020 0:37,Trung Quốc,230000,3,878,115
229,DPRTGF,UXLG89YX4U2EJYDW8B4FNWUMYS3TL,15,233000,231000,2,5441,A647QN,12/5/2021 15:49,Thái Lan,231000,3,711,93
230,909C7L,ZNY4VG,20,234000,232000,3,6221,BE5EW0PGYETZP6,11/25/2021 18:54,Trung Quốc,232000,3,893,116
231,J4DBZ73OU75J5PEUBUZTZHKCYW27ILOXCQFBQJ9UFHT4GVK,AERDQC3G66YZZG4TT7BFUL53SQRQ91A3C9DAZB5PV1NK6HQDNJRNO70OPRPV2YIUQ4GQTSDKVZMU9UUHLUOS0I1NG5P,7,235000,233000,4,3581,0NANR8,10/4/2021 5:20,Việt Nam,233000,3,652,85
232,9QNQ2,FJM9G8,2,236000,234000,5,5086,AX208F,6/9/2020 22:03,Trung Quốc,234000,3,1201,34
233,2DE9ZV4YDOR6AYTDBQQPXSPZAZ2L1A5VAD3W9H6800J8I2KSHN,RS6S4RXO83F6EPIRUAGNQI2YPHOYS8HF7XNMQXPV6BVZDEIQFOSVS8SCG7DF,16,237000,235000,0,4415,33VB66,7/25/2020 17:56,Hàn Quốc,235000,3,265,35
234,B3L2IN,TEVKPACMW1156DRX8RDSV75DW15NTDAXT2WXEW7SCONBLI94YT4ONM9,7,238000,236000,2,7167,M8R57BVKNEIYY8AU2LCGZCOOX5LE5PW430859HL1OMS39IYX,10/27/2020 8:22,Trung Quốc,236000,3,475,62
235,99O9LA1LXXWQVS9QOHDSYR,248E1T2LAW2LWZHULIFSER972D1MQK0W66ZS01NCY4EDOXIP8PXYNAT1X9GP60PP9QJFOQKIH2287CM1Z9O,18,239000,237000,2,5373,9TK5A0WV0LVEQI5ZT7UZVYT3617,9/23/2021 12:24,Nhật Bản,237000,3,196,26
236,R63Q69,IQS400,7,240000,238000,6,33,VZ467AABCPLZ1INR13CCBQHL3X3L,9/14/2020 9:27,Trung Quốc,238000,3,888,116
237,QQ3ZXWVI0LYCT5CEEBW6,FHKKYH,13,241000,239000,5,7090,ECBWN3,6/30/2021 19:54,Trung Quốc,239000,3,492,64
238,KQCXKX9IYF7E9T2U3NDWBIUXF1Z43WIBRY9KMO8DQ,MQ4NCMMU655AL2D3A,19,242000,240000,5,9314,XUGJVD0WX8DHXSQ2EJPPD5ZASI9OM62RY1LCMP0J0NB5HXA,11/12/2020 11:38,Hàn Quốc,240000,3,638,83
239,1P119T,SW4CVH,16,243000,241000,5,9931,B6HUAZ,3/22/2021 11:26,Việt Nam,241000,3,320,42
240,D73O0OT2FY0UF,6OIFG1VLUO833W8Q1P4MTL63MCLNVNVC0O8DYTDID7HN0YTLHKKNB2RF1G9TK8SCB81XIBE2NX2J,11,244000,242000,3,721,LAFJRV,9/15/2020 2:41,Trung Quốc,242000,3,369,48
241,06BLSU,ZSW1LISF84NCMZCTF2F19SAQJCQC0JTPREQRLRHPZ5U83439FO6LRY0PKHT27RK2DRG8UQB81Z,18,245000,243000,2,3931,1CMVOM,4/28/2021 12:47,Trung QUốc,243000,3,245,32
242,WVZFWT,HDW76K4T43B3ED0HG5JJWYUP3N7S8H,5,246000,244000,5,1719,6EF4RT71BXHO504W99YK,4/17/2020 7:19,Việt Nam,244000,3,1018,130
243,0F2LJZ,MF0AGWT9884VY03XVK9R3ZU4RWTDYB9QVZMGG0JOE8CX8TMP2QW60O88VHA0K7IL5COK59YIIMX,14,247000,245000,6,8289,ZRXI3M1ZXIHORZ0LHYBTAIR79WS52POAUPTK632AYUFW3TY,10/29/2021 1:59,Trung Quốc,245000,3,611,80
244,NV6FBUK0HERY9IZVLQAWGO9N,7LRETZY9U6NT36E,6,248000,246000,7,842,CAZRCA9E0AW4RHNVD,12/21/2020 16:31,Hàn Quốc,246000,3,2,1
245,F26C18AN1A6VRZ10S1XSE5VY1K90ERN,9W9QKNVOESUK7FNUJLFB9FJCMMSKX,19,249000,247000,6,4829,909GNMM5UFXKFM8SD6RS7IYR3YK5XMNB9S9Y,7/8/2021 4:20,Hà Lan,247000,3,984,128
246,V4N8GD,5XJAV8,6,250000,248000,1,5034,9C5KVDPGXBYEH8Y5K5P7LBPC1NQYSL8KX9,3/20/2020 1:38,Hà Lan,248000,3,962,126
247,BIMX2HPSDX5MA05VVSAA5FTE8M8ZUM52BV,U65NMH,11,251000,249000,7,870,PRQNMX07VVV0NJ,9/23/2020 22:26,Trung Quốc,249000,3,158,21
248,PCDJGM,5A7KQ0FDC27DJT8EZBDNKI9Y,3,252000,250000,6,3890,U4K83J,1/9/2021 6:30,Trung Quốc,250000,3,1195,101
249,J30XPD,5L3Y6DLKBPXKYS5AHGO95N2PL2M78Q29EJ2K4HWGBNIUK8OAP52ELGLMCU66,12,253000,251000,7,1253,CG7HRB,10/19/2020 6:34,Trung Quốc,251000,3,92,12
250,8HAOTB,YS0VBY,15,254000,252000,7,3384,OLY3LKNGLT0M,4/22/2020 7:05,Trung Quốc,252000,3,191,25
251,HEG7A7,7JA7B6,12,255000,253000,3,8115,S7Z9QQJHAE62PUNOSV741,11/14/2020 20:54,Trung Quốc,253000,3,1124,9
252,G3LDA3CYJCC,LH50KY1CW0327ZT,1,256000,254000,1,3161,ONF3PIHCA3512WU2DY99UVLBFRCQ5C0I7SUYD7PEKWP9XGUMRY,11/25/2020 11:35,Trung Quốc,254000,3,111,15
