ID_VOUCHER,TENVOUCHER,GIATIEN,GIAKHUYENMAI,DKSUDUNG,DACDIEMNOIBAT,THOIHANSUDUNG,ID_DMN
188,Tipglibilin,474000,237000,Không áp dụng Lễ Tết,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",6/8/2021 4:35,73
189,Sureristor,476000,238000,Không áp dụng đ.thời với c.trình k.mãi khác,Hiểu được cảm xúc của chính mình.,9/9/2021 7:22,73
190,Qwidudover,478000,239000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Nguyên liệu chế biến tươi ngon, sạch sẽ",1/5/2021 22:21,73
191,Hapkilistor,480000,240000,Áp dụng cho tất cả các ngày trong tuần,Voucher áp dụng cho Buffet tối 40 món,8/8/2021 1:03,73
192,Requesticator,482000,241000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",10/26/2021 21:28,73
193,Dopglibollan,484000,242000,Không áp dụng Lễ Tết,"Tạo thói quen suy nghĩ,tư duy tích cực",5/12/2021 2:39,73
194,Frovenamantor,486000,243000,Không áp dụng đ.thời với c.trình k.mãi khác,Khắc phục các lỗi an ninh mạng.,12/27/2021 7:00,73
195,Tuphupantor,488000,244000,Không áp dụng đ.thời với c.trình k.mãi khác,Cơ hội hòa mình vào k.cảnh thanh bình,7/21/2021 8:05,73
196,Rapcadegower,490000,245000,Sản phẩm không được áp dụng đổi trả,Khắc phục các lỗi an ninh mạng.,2/13/2021 18:26,73
197,Emvenistor,492000,246000,Không áp dụng đ.thời với c.trình k.mãi khác,Tự g.quyết các bài toán khi l.trình,3/3/2021 14:21,73
198,Zeecadistor,494000,247000,Số lượng voucher có hạn.,"Áp dụng được cho cả nam, nữ",4/20/2021 0:00,73
199,Thruwerpupower,496000,248000,Không có giá trị quy đổi thành tiền.,"Tạo thói quen suy nghĩ,tư duy tích cực",12/29/2021 5:52,73
200,Hapglibilicator,498000,249000,Sản phẩm không được áp dụng đổi trả,Miễn phí đón tiễn sân bay 2 chiều.,9/18/2021 1:22,73
201,Cipkilamax,500000,250000,Số lượng voucher có hạn.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",5/13/2021 4:55,73
202,Inzaponor,502000,251000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,5/7/2021 13:27,73
203,Tuptanupistor,504000,252000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Tiết kiệm t.gian, công sức trong h.tập",9/23/2021 23:28,73
204,Rapfropaquover,506000,253000,Sử dụng tối đa 03 voucher/bill t.toán,"Không gian ấm cúng, thân mật",10/4/2021 6:52,73
205,Adsipower,508000,254000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",11/16/2021 5:16,73
206,Suphupex,510000,255000,Không áp dụng đ.thời với c.trình k.mãi khác,Voucher áp dụng cho Buffet tối 40 món,3/3/2021 16:35,73
207,Vartinupantor,512000,256000,Không áp dụng cho chương trình trả góp 0%,Buffet với 70 món nướng và các món ẩm thực N.Bản,8/1/2021 20:17,73
208,Adbanaquicator,514000,257000,01 Voucher/01 d.vụ. Không bù tiền,Buffet với 70 món nướng và các món ẩm thực N.Bản,2/21/2021 0:26,73
209,Lompebedgantor,516000,258000,Không áp dụng đ.thời với c.trình k.mãi khác,"Tiết kiệm t.gian, công sức trong h.tập",2/1/2021 16:28,73
210,Montanefor,518000,259000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Không gian ấm cúng, thân mật",3/1/2021 14:04,73
211,Surfropicower,520000,260000,Một lần t.toán có thể áp dụng nhiều Voucher.,Khắc phục các lỗi an ninh mạng.,12/12/2021 7:40,73
212,Barzapin,522000,261000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tạo thói quen suy nghĩ,tư duy tích cực",6/24/2021 1:24,73
213,Frorobar,524000,262000,Không áp dụng Lễ Tết,Voucher áp dụng cho Buffet tối 40 món,12/8/2021 12:39,73
214,Lommunantor,526000,263000,Áp dụng cho tất cả các ngày trong tuần,Voucher áp dụng cho Buffet tối 40 món,9/1/2021 21:26,73
215,Qwicadupan,528000,264000,01 Voucher/01 d.vụ. Không bù tiền,"Tiết kiệm t.gian, công sức trong h.tập",12/5/2021 19:45,73
216,Pareror,530000,265000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tiết kiệm t.gian, công sức trong h.tập",12/11/2021 21:12,73
217,Dopkilicar,532000,266000,Sản phẩm không được áp dụng đổi trả,Voucher áp dụng cho Buffet tối 40 món,7/13/2021 8:08,73
218,Ciptumin,534000,267000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,"Áp dụng được cho cả nam, nữ",5/24/2021 6:45,73
219,Rappickackex,536000,268000,Khách hàng có thể đặt mua một lần nhiều Voucher,Khắc phục các lỗi an ninh mạng.,12/22/2020 16:54,73
220,Adnipupex,538000,269000,Áp dụng cho tất cả các ngày trong tuần,"Nhân viên trẻ trung,n.nhẹn,n.tình",5/25/2021 5:13,73
221,Monglibar,540000,270000,Sử dụng tối đa 03 voucher/bill t.toán,"Tiết kiệm t.gian, công sức trong h.tập",8/7/2021 16:34,73
222,Truweronor,542000,271000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",11/17/2021 5:47,73
223,Varkilimex,544000,272000,Sản phẩm không được áp dụng đổi trả,"Tiết kiệm t.gian, công sức trong h.tập",5/2/2021 19:42,73
224,Tupwerpentor,546000,273000,Voucher có giá trị sử dụng đúng 01 lần.,"Nguyên liệu chế biến tươi ngon, sạch sẽ",6/8/2021 17:25,73
225,Rapglibinan,548000,274000,Sản phẩm không được áp dụng đổi trả,Tự g.quyết các bài toán khi l.trình,5/4/2021 20:00,73
226,Untanackan,550000,275000,01 Voucher/01 d.vụ. Không bù tiền,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",5/28/2021 9:09,73
227,Rapkilower,552000,276000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/24/2021 2:57,73
228,Vartinewan,554000,277000,Sản phẩm không được áp dụng đổi trả,"Nguyên liệu chế biến tươi ngon, sạch sẽ",2/10/2021 11:15,73
229,Thruwericower,556000,278000,Áp dụng cho tất cả các ngày trong tuần,"Tiết kiệm t.gian, công sức trong h.tập",6/2/2021 14:37,73
230,Surwerpegex,558000,279000,Không áp dụng đ.thời với c.trình k.mãi khác,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",9/21/2021 23:59,73
231,Zeepebepower,560000,280000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Tự g.quyết các bài toán khi l.trình,12/23/2020 6:51,73
232,Tipwerpepower,562000,281000,Voucher có giá trị sử dụng đúng 01 lần.,"Không gian ấm cúng, thân mật",8/5/2021 19:08,73
233,Parpebefover,564000,282000,Một lần t.toán có thể áp dụng nhiều Voucher.,Buffet với 70 món nướng và các món ẩm thực N.Bản,3/31/2021 2:31,73
234,Supsipefar,566000,283000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Buffet với 70 món nướng và các món ẩm thực N.Bản,3/14/2021 13:54,73
235,Dopjubentor,568000,284000,Không áp dụng cho chương trình trả góp 0%,Miễn phí đón tiễn sân bay 2 chiều.,7/28/2021 1:30,73
236,Grosapar,570000,285000,Sản phẩm không được áp dụng đổi trả,Buffet sáng đẳng cấp quốc tế 5 sao.,7/6/2021 13:24,73
237,Hapmunefar,572000,286000,Áp dụng cho tất cả các ngày trong tuần,"Tạo thói quen suy nghĩ,tư duy tích cực",12/31/2020 21:47,73
238,Monhupar,574000,287000,01 Voucher/01 d.vụ. Không bù tiền,"Không gian ấm cúng, thân mật",12/30/2020 7:17,73
239,Wintumplin,576000,288000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nhân viên trẻ trung,n.nhẹn,n.tình",12/12/2020 4:42,73
240,Rapweredgover,578000,289000,Sản phẩm không được áp dụng đổi trả,"Không gian ấm cúng, thân mật",5/20/2021 1:40,73
241,Kliglibilin,580000,290000,Áp dụng cho tất cả các ngày trong tuần,Biết cách làm việc với Python.,3/27/2021 3:00,73
242,Unhupedgentor,582000,291000,Không áp dụng đ.thời với c.trình k.mãi khác,Buffet với 70 món nướng và các món ẩm thực N.Bản,5/7/2021 17:47,73
243,Varzapackin,584000,292000,Không áp dụng cho chương trình trả góp 0%,"Tiết kiệm t.gian, công sức trong h.tập",4/6/2021 12:06,73
244,Lomzapentor,586000,293000,Không có giá trị quy đổi thành tiền.,"Tiết kiệm t.gian, công sức trong h.tập",6/10/2021 17:17,73
245,Cipnipilistor,588000,294000,Voucher có giá trị sử dụng đúng 01 lần.,Cơ hội hòa mình vào k.cảnh thanh bình,1/24/2021 14:41,72
246,Tipkiladentor,590000,295000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Không gian ấm cúng, thân mật",1/14/2021 23:38,72
247,Rapcadommover,592000,296000,01 Voucher/01 d.vụ. Không bù tiền,"Nhân viên trẻ trung,n.nhẹn,n.tình",11/18/2021 8:49,72
248,Zeewerpepantor,594000,297000,01 Voucher/01 d.vụ. Không bù tiền,Biết cách làm việc với Python.,9/9/2021 5:14,72
249,Rapwerefax,596000,298000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Buffet với 70 món nướng và các món ẩm thực N.Bản,12/22/2020 11:14,72
250,Cipzapower,598000,299000,Sử dụng tối đa 03 voucher/bill t.toán,Khắc phục các lỗi an ninh mạng.,8/9/2021 10:53,72
251,Barerex,600000,300000,Số lượng voucher có hạn.,Tự g.quyết các bài toán khi l.trình,8/3/2021 10:19,72
252,Supkilupax,602000,301000,Không áp dụng Lễ Tết,"Nhân viên trẻ trung,n.nhẹn,n.tình",10/10/2021 7:37,72
253,Rapglibeficator,604000,302000,01 Voucher/01 d.vụ. Không bù tiền,Miễn phí đón tiễn sân bay 2 chiều.,3/29/2021 7:05,72
254,Lomzapantor,606000,303000,Không có giá trị quy đổi thành tiền.,Tự g.quyết các bài toán khi l.trình,7/7/2021 0:38,72
255,Thrumunollax,608000,304000,Khách hàng có thể đặt mua một lần nhiều Voucher,Khắc phục các lỗi an ninh mạng.,1/11/2021 8:48,72
256,Monvenex,610000,305000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Tạo thói quen suy nghĩ,tư duy tích cực",6/25/2021 23:08,72
257,Zeetanax,612000,306000,Sử dụng tối đa 03 voucher/bill t.toán,Buffet với 70 món nướng và các món ẩm thực N.Bản,12/5/2020 17:45,72
258,Tiptumilan,614000,307000,Voucher có giá trị sử dụng đúng 01 lần.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",3/18/2021 6:03,72
259,Resapex,616000,308000,01 Voucher/01 d.vụ. Không bù tiền,Cơ hội hòa mình vào k.cảnh thanh bình,5/2/2021 10:51,72
260,Haptinentor,618000,309000,Sử dụng tối đa 03 voucher/bill t.toán,Biết cách làm việc với Python.,5/21/2021 20:07,72
261,Truglibommazz,620000,310000,Sử dụng tối đa 03 voucher/bill t.toán,Buffet sáng đẳng cấp quốc tế 5 sao.,12/10/2021 13:38,72
262,Qwitanover,622000,311000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,5/22/2021 9:01,72
263,Thruquestanor,624000,312000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Áp dụng được cho cả nam, nữ",9/20/2021 9:49,72
264,Klitinonex,626000,313000,Áp dụng cho tất cả các ngày trong tuần,"Nhân viên trẻ trung,n.nhẹn,n.tình",5/12/2021 16:29,72
265,Hapmunegicator,628000,314000,Sử dụng tối đa 03 voucher/bill t.toán,Cơ hội hòa mình vào k.cảnh thanh bình,2/7/2021 7:12,72
266,Aderower,630000,315000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Miễn phí đón tiễn sân bay 2 chiều.,4/8/2021 12:32,72
267,Partinistor,632000,316000,Không có giá trị quy đổi thành tiền.,Biết cách làm việc với Python.,2/23/2021 22:53,72
268,Adsipaquin,634000,317000,Sản phẩm không được áp dụng đổi trả,Buffet với 70 món nướng và các món ẩm thực N.Bản,8/26/2021 22:44,72
269,Lomcadilantor,636000,318000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Miễn phí đón tiễn sân bay 2 chiều.,1/5/2021 19:55,72
270,Winsapentor,638000,319000,Một lần t.toán có thể áp dụng nhiều Voucher.,Buffet với 70 món nướng và các món ẩm thực N.Bản,5/2/2021 6:21,72
271,Hapwerpomman,640000,320000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,Khắc phục các lỗi an ninh mạng.,11/10/2021 23:25,72
272,Trujubinantor,642000,321000,01 Voucher/01 d.vụ. Không bù tiền,"Tạo thói quen suy nghĩ,tư duy tích cực",6/14/2021 0:50,72
273,Surdimin,644000,322000,Khách hàng có thể đặt mua một lần nhiều Voucher,Voucher áp dụng cho Buffet tối 40 món,5/13/2021 2:02,72
274,Rapvenicator,646000,323000,Sản phẩm không được áp dụng đổi trả,Buffet sáng đẳng cấp quốc tế 5 sao.,8/4/2021 15:15,72
275,Bardudupantor,648000,324000,Số lượng voucher có hạn.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",1/29/2021 2:13,72
276,Winbanaman,650000,325000,Không áp dụng đ.thời với c.trình k.mãi khác,Tự g.quyết các bài toán khi l.trình,3/2/2021 22:47,72
277,Grotinower,652000,326000,Không áp dụng cho chương trình trả góp 0%,Buffet sáng đẳng cấp quốc tế 5 sao.,7/13/2021 17:41,72
278,Trupebicator,654000,327000,Không có giá trị quy đổi thành tiền.,Có phiếu quà tặng tiền mặt vs nhiều mệnh giá,11/22/2021 2:25,72
279,Tiphupommor,656000,328000,Áp dụng cho tất cả các ngày trong tuần,Khắc phục các lỗi an ninh mạng.,4/15/2021 2:43,72
280,Tuppickower,658000,329000,Không áp dụng Lễ Tết,Cơ hội hòa mình vào k.cảnh thanh bình,3/20/2021 20:21,72
281,Montinedar,660000,330000,Áp dụng cho tất cả các ngày trong tuần,"Không gian ấm cúng, thân mật",7/10/2021 0:21,72
282,Parwerpommor,662000,331000,Số lượng voucher có hạn.,"Tiết kiệm t.gian, công sức trong h.tập",7/14/2021 21:44,72
283,Dophupollazz,664000,332000,Một lần t.toán có thể áp dụng nhiều Voucher.,"Không gian ấm cúng, thân mật",1/20/2021 0:00,72
284,Tupzapan,666000,333000,Không áp dụng cho chương trình trả góp 0%,"Tạo thói quen suy nghĩ,tư duy tích cực",10/24/2021 3:45,72
285,Truvenadicator,668000,334000,Không áp dụng đ.thời với c.trình k.mãi khác,"Tiết kiệm t.gian, công sức trong h.tập",1/19/2021 13:40,72
286,Mondudefex,670000,335000,Voucher có giá trị sử dụng đúng 01 lần.,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",3/14/2021 23:15,72
287,Winrobover,672000,336000,Khách hàng có thể đặt mua một lần nhiều Voucher,Tự g.quyết các bài toán khi l.trình,4/9/2021 12:03,72
288,Admunicator,674000,337000,Không áp dụng đ.thời với c.trình k.mãi khác,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",9/24/2021 1:53,72
289,Varglibentor,676000,338000,Không áp dụng cho chương trình trả góp 0%,"Nguyên liệu chế biến tươi ngon, sạch sẽ",2/1/2021 5:06,72
290,Frojubepin,678000,339000,Thanh toán thêm 10% VAT khi cần xuất hóa đơn.,Miễn phí đón tiễn sân bay 2 chiều.,1/2/2021 2:21,72
291,Lompickplar,680000,340000,Khách hàng có thể đặt mua một lần nhiều Voucher,Miễn phí đón tiễn sân bay 2 chiều.,7/1/2021 19:39,72
292,Windimicator,682000,341000,Sản phẩm không được áp dụng đổi trả,Cơ hội hòa mình vào k.cảnh thanh bình,10/15/2021 15:44,72
293,Lompickewicator,684000,342000,Số lượng voucher có hạn.,Tự g.quyết các bài toán khi l.trình,8/29/2021 20:26,72
294,Unjubewistor,686000,343000,Liên hệ hotline 0899 165 001 nếu cần tư vấn thêm,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",7/23/2021 8:36,72
295,Qwinipamax,688000,344000,Khách hàng có thể đặt mua một lần nhiều Voucher,Buffet sáng đẳng cấp quốc tế 5 sao.,6/9/2021 12:03,72
296,Tupdudantor,690000,345000,Áp dụng cho tất cả các ngày trong tuần,Buffet với 70 món nướng và các món ẩm thực N.Bản,11/4/2021 18:00,72
297,Klimunower,692000,346000,Voucher có giá trị sử dụng đúng 01 lần.,"Tiết kiệm t.gian, công sức trong h.tập",8/17/2021 7:58,72
298,Rapvenin,694000,347000,Không áp dụng cho chương trình trả góp 0%,"Đ.ngũ kỹ thuật viên chuyên nghiệp, bài bản",11/24/2021 19:37,72
299,Trumunantor,696000,348000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Không gian ấm cúng, thân mật",4/3/2021 10:05,72
300,Klidimewor,698000,349000,Khách hàng có thể đặt mua một lần nhiều Voucher,Hiểu được cảm xúc của chính mình.,10/18/2021 2:10,72
301,Tipcadewax,700000,350000,Không áp dụng đ.thời với c.trình k.mãi khác,"Nguyên liệu chế biến tươi ngon, sạch sẽ",11/21/2021 0:46,72
302,Emnipover,702000,351000,Một lần t.toán có thể áp dụng nhiều Voucher.,Voucher áp dụng cho Buffet tối 40 món,2/22/2021 10:04,72
303,Cipmunupar,704000,352000,Sử dụng tối đa 03 voucher/bill t.toán,"Nhân viên trẻ trung,n.nhẹn,n.tình",8/4/2021 9:18,72
304,Adkilupentor,706000,353000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Tạo thói quen suy nghĩ,tư duy tích cực",8/22/2021 4:54,72
305,Unsipicator,708000,354000,Khách hàng có thể đặt mua một lần nhiều Voucher,"Tạo thói quen suy nghĩ,tư duy tích cực",9/28/2021 11:29,72
306,Klidimeficator,710000,355000,Không áp dụng đ.thời với c.trình k.mãi khác,"Tiết kiệm t.gian, công sức trong h.tập",1/20/2021 9:28,72
307,Undudimistor,712000,356000,Khách hàng có thể đặt mua một lần nhiều Voucher,Voucher áp dụng cho Buffet tối 40 món,4/30/2021 5:34,72
308,Incadonover,714000,357000,Không áp dụng đ.thời với c.trình k.mãi khác,"Tạo thói quen suy nghĩ,tư duy tích cực",8/24/2021 15:51,72
309,Barbanplower,716000,358000,Không có giá trị quy đổi thành tiền.,"Nhân viên trẻ trung,n.nhẹn,n.tình",5/8/2021 22:25,72
310,Lomdudazz,718000,359000,Voucher có giá trị sử dụng đúng 01 lần.,Voucher áp dụng cho Buffet tối 40 món,11/10/2021 10:02,72
